cas	phenotype	source	concentration	duration	phenotype_label	phenotype_CURIE	chem_label	chem_curie
207-08-9	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Benzo(k)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34569
52645-53-1	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
60-57-1	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
107534-96-3	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1241-94-7	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	2-Ethylhexyl diphenyl phosphate	Q27259513
53-70-3	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
26040-51-7	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
1746-01-6	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
70-30-4	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
55406-53-6	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
79-94-7	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
115-09-3	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-53-1	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
68937-41-7	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Triphenyl phosphates isopropylated	Q27137290
115-86-6	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
439-14-5	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56803-37-3	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	tert-Butylphenyl diphenyl phosphate	
56-38-2	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
860302-33-6	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Firemaster 550	
80-05-7	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
60-57-1	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
1241-94-7	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	2-Ethylhexyl diphenyl phosphate	Q27259513
26040-51-7	TRUN	Tanguay	AC50	5dpf	trunk morphology, abnormal	ZP_0003437	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
2465-27-2	SWIM	Tanguay	AC50	5dpf	swim bladder inflation delayed, abnormal	ZP_0020238	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
97-77-8	NC__	Tanguay	AC50	5dpf	notochord morphology, abnormal	ZP_0000624	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
55406-53-6	NC__	Tanguay	AC50	5dpf	notochord morphology, abnormal	ZP_0000624	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
79-94-7	NC__	Tanguay	AC50	5dpf	notochord morphology, abnormal	ZP_0000624	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
1746-01-6	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
83-79-4	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
115-09-3	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
2001-95-8	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
129-00-0	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Pyrene	http://purl.obolibrary.org/obo/CHEBI_39106
55406-53-6	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
56-53-1	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
56-55-3	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
79-94-7	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
2921-88-2	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Chlorpyrifos	http://purl.obolibrary.org/obo/CHEBI_34631
115-86-6	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
1478-61-1	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
26040-51-7	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
50-28-2	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
68937-41-7	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Triphenyl phosphates isopropylated	Q27137290
1330-78-5	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Tris(methylphenyl) phosphate	Q411317
439-14-5	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56803-37-3	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	tert-Butylphenyl diphenyl phosphate	
107534-96-3	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1241-94-7	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	2-Ethylhexyl diphenyl phosphate	Q27259513
207-08-9	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Benzo(k)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34569
215-58-7	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Dibenz[a,c]anthracene	http://purl.obolibrary.org/obo/CHEBI_82437
218-01-9	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Chrysene	http://purl.obolibrary.org/obo/CHEBI_51687
60-57-1	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
63-25-2	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
80-05-7	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
860302-33-6	MORT	Tanguay	LEL	5dpf	death stage	UBERON_0000071	Firemaster 550	
1746-01-6	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
83-79-4	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
97-77-8	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
115-09-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
52918-63-5	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
56-53-1	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
79-94-7	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
116-06-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
115-86-6	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
1478-61-1	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
50-28-2	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
68937-41-7	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Triphenyl phosphates isopropylated	Q27137290
439-14-5	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
860302-33-6	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Firemaster 550	
50-29-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
56-55-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
1330-78-5	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Tris(methylphenyl) phosphate	Q411317
56-38-2	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56803-37-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	tert-Butylphenyl diphenyl phosphate	
1241-94-7	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	2-Ethylhexyl diphenyl phosphate	Q27259513
80-05-7	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
52645-53-1	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
129-00-0	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Pyrene	http://purl.obolibrary.org/obo/CHEBI_39106
107534-96-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
207-08-9	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Benzo(k)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34569
60-57-1	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
63-25-2	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
53-70-3	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
58-89-9	YSE_	Tanguay	LEL	5dpf	yolk edematous, abnormal	ZP_0002060	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
1746-01-6	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
70-30-4	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
52918-63-5	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
55406-53-6	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
79-94-7	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
116-06-3	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
115-86-6	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
68937-41-7	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
60-57-1	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
439-14-5	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
50-29-3	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
1330-78-5	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Tris(methylphenyl) phosphate	Q411317
52645-53-1	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
860302-33-6	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Firemaster 550	
56-38-2	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56803-37-3	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	tert-Butylphenyl diphenyl phosphate	
80-05-7	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
1241-94-7	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	2-Ethylhexyl diphenyl phosphate	Q27259513
129-00-0	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Pyrene	http://purl.obolibrary.org/obo/CHEBI_39106
107534-96-3	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
58-89-9	AXIS	Tanguay	LEL	5dpf	axis curved, abnormal	ZP_0005012	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
1746-01-6	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
70-30-4	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
97-77-8	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
52918-63-5	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
79-94-7	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
115-86-6	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphates isopropylated	Q27137290
60-57-1	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
52645-53-1	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
50-28-2	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
50-29-3	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
1330-78-5	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Tris(methylphenyl) phosphate	Q411317
860302-33-6	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Firemaster 550	
56-38-2	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56803-37-3	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	tert-Butylphenyl diphenyl phosphate	
80-05-7	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
1241-94-7	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	2-Ethylhexyl diphenyl phosphate	Q27259513
107534-96-3	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
53-70-3	EYE_	Tanguay	LEL	5dpf	eye abnormal, abnormal	ZP_0008271	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
1746-01-6	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
70-30-4	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
97-77-8	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
52918-63-5	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
2465-27-2	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
68937-41-7	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Triphenyl phosphates isopropylated	Q27137290
115-86-6	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
60-57-1	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
52645-53-1	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
50-28-2	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
50-29-3	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
1330-78-5	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Tris(methylphenyl) phosphate	Q411317
860302-33-6	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Firemaster 550	
56-38-2	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56803-37-3	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	tert-Butylphenyl diphenyl phosphate	
80-05-7	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
1241-94-7	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	2-Ethylhexyl diphenyl phosphate	Q27259513
107534-96-3	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
53-70-3	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
129-00-0	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Pyrene	http://purl.obolibrary.org/obo/CHEBI_39106
56-55-3	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
207-08-9	SNOU	Tanguay	LEL	5dpf	snout malformed, abnormal	ZP_0014550	Benzo(k)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34569
1746-01-6	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
70-30-4	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
52918-63-5	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
2465-27-2	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
68937-41-7	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Triphenyl phosphates isopropylated	Q27137290
116-06-3	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
56-53-1	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-86-6	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
60-57-1	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
52645-53-1	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
50-28-2	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
50-29-3	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
439-14-5	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
1330-78-5	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Tris(methylphenyl) phosphate	Q411317
860302-33-6	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Firemaster 550	
56-38-2	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56803-37-3	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	tert-Butylphenyl diphenyl phosphate	
80-05-7	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
1241-94-7	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	2-Ethylhexyl diphenyl phosphate	Q27259513
56-55-3	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
107534-96-3	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
53-70-3	JAW_	Tanguay	LEL	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
